time;approach;version;n_envs;max_mean_reward;mean_reward;epoch;epochs;attempt;total_timesteps;filename
1702453234.9877877;PPO;env;4;2.6300525421656626;[2.6253171  2.62632561 2.63005254 2.62635407];122;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702453535.3149965;PPO;env;4;2.630056608595985;[2.62525819 2.62628418 2.63005661 2.6263288 ];123;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702453840.3304005;PPO;env;4;2.630072745210552;[2.62538936 2.62636262 2.63007275 2.62670041];124;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702454139.4816818;PPO;env;4;2.630084777695385;[2.62532889 2.6263716  2.63008478 2.6267298 ];125;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702454444.7790563;PPO;env;4;2.629854875826151;[2.62552215 2.62630642 2.62985488 2.62683257];126;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702454747.8554995;PPO;env;4;2.6298465912280498;[2.62555398 2.62613547 2.62984659 2.62661772];127;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702455049.8550813;PPO;env;4;2.6298113234787293;[2.62555776 2.62607453 2.62981132 2.62669822];128;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702455354.7949283;PPO;env;4;2.629877690567763;[2.62587042 2.62618979 2.62987769 2.62697407];129;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702455658.4658563;PPO;env;4;2.6298757207045758;[2.62573192 2.62624232 2.62987572 2.62684215];130;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702455963.7436097;PPO;env;4;2.6299353995509027;[2.62570371 2.6262834  2.6299354  2.62704079];131;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702456270.0930343;PPO;env;4;2.6296477499619124;[2.62572248 2.626214   2.62964775 2.62714686];132;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702456571.4633949;PPO;env;4;2.629520665898087;[2.62588868 2.62640084 2.62952067 2.62734306];133;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702456877.3618646;PPO;env;4;2.6293973866018647;[2.62596366 2.62642781 2.62939739 2.62728995];134;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702457184.8579931;PPO;env;4;2.6294511749601113;[2.62596681 2.62635849 2.62945117 2.62728375];135;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702457491.9202833;PPO;env;4;2.6293040459290786;[2.62590679 2.62640407 2.62930405 2.62706664];136;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702457795.1979415;PPO;env;4;2.6294561463065467;[2.62590665 2.62649329 2.62945615 2.62712518];137;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702458102.5840359;PPO;env;4;2.6296118536949273;[2.62593487 2.62654393 2.62961185 2.62695669];138;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702458407.8283226;PPO;env;4;2.62961657231142;[2.62588165 2.62665784 2.62961657 2.62697086];139;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702458712.6195934;PPO;env;4;2.629643685810593;[2.62590742 2.62658672 2.62964369 2.62709533];140;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702459023.0090454;PPO;env;4;2.6297235272960964;[2.62598294 2.626702   2.62972353 2.62700402];141;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702459332.4701731;PPO;env;4;2.6295855307667084;[2.62583432 2.62673905 2.62958553 2.62701451];142;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702459639.0909305;PPO;env;4;2.629595725865925;[2.62579808 2.62691852 2.62959573 2.6270025 ];143;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702459944.845901;PPO;env;4;2.629556758795497;[2.62589493 2.62701693 2.62955676 2.62704764];144;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702460253.452512;PPO;env;4;2.629329931316302;[2.62596554 2.6270203  2.62932993 2.62726208];145;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702460558.32457;PPO;env;4;2.6294279591823537;[2.6261286  2.62710059 2.62942796 2.6274978 ];146;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702460869.6557105;PPO;env;4;2.629341262340296;[2.62609083 2.62712726 2.62934126 2.62745737];147;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702461181.7184653;PPO;env;4;2.629248206273816;[2.62621068 2.62715062 2.62924821 2.62730376];148;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702461491.5318587;PPO;env;4;2.6292815708271706;[2.62639565 2.62716596 2.62928157 2.62738439];149;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702461803.0937662;PPO;env;4;2.6291869972718134;[2.62651883 2.62716975 2.629187   2.62720874];150;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702462115.4590492;PPO;env;4;2.6292628146917094;[2.62644339 2.62724065 2.62926281 2.62723958];151;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702462429.359644;PPO;env;4;2.629130253656064;[2.62663502 2.62731947 2.62913025 2.62724865];152;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702462749.1104293;PPO;env;4;2.6290325447280845;[2.62653537 2.62712114 2.62903254 2.62710486];153;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702463078.0642166;PPO;env;4;2.6289458978976956;[2.62646759 2.62693136 2.6289459  2.62721504];154;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702463409.5342686;PPO;env;4;2.6290146296895993;[2.62655271 2.62695361 2.62901463 2.6271673 ];155;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702463743.6789963;PPO;env;4;2.6289040450060694;[2.62634258 2.62701497 2.62890405 2.62717751];156;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702464072.296851;PPO;env;4;2.6289094456095325;[2.62625668 2.6270442  2.62890945 2.62705792];157;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702464406.3854005;PPO;env;4;2.6290032219185973;[2.62617143 2.62701853 2.62900322 2.62693566];158;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702464738.817693;PPO;env;4;2.62887163276942;[2.62634726 2.62707675 2.62887163 2.62694592];159;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702465072.4696167;PPO;env;4;2.628817689068629;[2.62640544 2.62722576 2.62881769 2.62697597];160;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702465399.6717746;PPO;env;4;2.6287167044247197;[2.62653366 2.62711119 2.6287167  2.62702183];161;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702465732.549366;PPO;env;4;2.6288597168365944;[2.62664165 2.62712122 2.62885972 2.62681378];162;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702466068.6907806;PPO;env;4;2.62873313144243;[2.62655441 2.62710035 2.62873313 2.62708617];163;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702466403.866673;PPO;env;4;2.6287685583304206;[2.62664746 2.62718119 2.62876856 2.62707648];164;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702466742.9286242;PPO;env;4;2.6287227848636276;[2.62663016 2.62710139 2.62872278 2.6270592 ];165;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702467081.0490918;PPO;env;4;2.628640944565359;[2.62663931 2.62698672 2.62864094 2.62709719];166;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702467420.6246517;PPO;env;4;2.6287583271729207;[2.62679542 2.62692548 2.62875833 2.62705266];167;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702467757.7846184;PPO;env;4;2.628737770213764;[2.62672652 2.62690507 2.62873777 2.62709036];168;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
